IDPedido,FechaPedido,FechaEnvío,ModoEnvío,ID_cliente,NombreCliente,Segmento,CodigoPostal,Ciudad,Estado,Pais,Region,Mercado,IDProducto,Categoria,Subcategoria,NombreProducto,Ventas,Cantidad,Descuento,Beneficio,CostoEnvio,PrioridadPedido
IN-2014-DR129407-41728,41728,41730,Urgente,DR-129407,Daniel Raglin,Oficina en casa,,Sydney,Nueva Gales del Sur,Australia,Oceanía,Asia-Pacífico,FUR-BO-5951,Mobiliario,Librerías,"Sauder Classic Bookcase, Traditional",1177.17,3,0.1,353.13,294.55,Medio
CA-2013-AB10105140-41585,41585,41590,Clase estándar,AB-101051402,Adrian Barton,Consumidor,77041,Houston,Texas,Estados Unidos,Centro de EE. UU.,USCA,OFF-ST-4281,Material de oficina,Almacenamiento,Fellowes Recycled Storage Drawers,177.65,2,0.2,-28.87,14.93,Medio
CA-2015-AB10105140-42267,42267,42273,Clase estándar,AB-101051404,Adrian Barton,Consumidor,85023,Phoenix,Arizona,Estados Unidos,Oeste de EE. UU.,USCA,TEC-AC-6076,Tecnología,Accesorios,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,89.58,2,0.2,4.48,12.35,Bajo
IN-2014-CM1181597-41870,41870,41872,Segunda clase,CM-1181597,Candace McMahon,Empresarial,,Lahore,Punyab,Pakistán,Asia Meridional,Asia-Pacífico,TEC-PH-5841,Tecnología,Teléfonos,"Samsung Smart Phone, VoIP",2863.08,9,0.5,-458.19,293.78,Medio
ES-2015-FG1426045-42153,42153,42155,Segunda clase,FG-1426045,Frank Gastineau,Oficina en casa,,Bordeaux,Aquitania-Lemosín-Poitou-Charentes,Francia,Europa Occidental,Europa,OFF-AP-3865,Material de oficina,Artefactos,"Cuisinart Microwave, Red",1253.07,5,0.1,236.67,293.46,Crítica
IR-2013-KN670560-41508,41508,41515,Clase estándar,KN-670560,Kristina Nunn,Oficina en casa,,Hamadán,Hamadán,Irán,Asia Meridional,Asia-Pacífico,OFF-AP-3579,Material de oficina,Artefactos,"Breville Stove, Red",3369.24,6,0,606.42,293.12,Bajo
WA-2015-TB1152089-42190,42190,42190,Mismo día,TB-1152089,Tracy Blumstein,Consumidor,,Windhoek,Khomas,Namibia,África Meridional,África,TEC-AC-5224,Tecnología,Accesorios,"Memorex Router, Erganomic",1464.12,6,0,439.2,293.07,Alto
IT-2013-GM1444091-41347,41347,41350,Urgente,GM-1444091,Gary McGarr,Consumidor,,Eindhoven,Brabante Septentrional,Países Bajos,Europa Occidental,Europa,FUR-BO-3903,Mobiliario,Librerías,"Dania Library with Doors, Pine",1273.13,7,0.5,-993.2,291.93,Alto
CA-2015-AB10523-42139,42139,42139,Mismo día,AB-10523,Adrian Barton,Consumidor,,Toronto,Ontario,Canadá,Canadá,USCA,OFF-AR-6111,Material de oficina,Arte,"Stanley Highlighters, Easy-Erase",29.94,2,0,10.74,5.81,Alto
MX-2015-JB1540051-42263,42263,42265,Urgente,JB-1540051,Jennifer Braxton,Empresarial,,Quetzaltenango,Quezaltenango,Guatemala,Centroamérica,LATAM,TEC-CO-4592,Tecnología,Copiadoras,"Hewlett Wireless Fax, High-Speed",1258.78,5,0.002,375.78,291.631,Alto
IN-2015-JS1603097-42223,42223,42228,Clase estándar,JS-1603097,Joy Smith,Consumidor,,Lahore,Punyab,Pakistán,Asia Meridional,Asia-Pacífico,FUR-CH-5775,Mobiliario,Sillas,"SAFCO Executive Leather Armchair, Red",2584.01,7,0.2,290.6,291.06,Medio
IN-2014-AM10705102-41891,41891,41891,Mismo día,AM-10705102,Anne McFarland,Consumidor,,Manila,Capital Nacional,Filipinas,Asia Sudoriental,Asia-Pacífico,TEC-CO-3707,Tecnología,Copiadoras,"Canon Wireless Fax, Color",1482.39,6,0.35,68.31,290.69,Alto
MX-2015-SF2020039-42255,42255,42258,Urgente,SF-2020039,Sarah Foster,Consumidor,,Antiguo Cuscatlán,La Libertad,El Salvador,Centroamérica,LATAM,TEC-PH-5355,Tecnología,Teléfonos,"Nokia Smart Phone, Full Size",1274.7,3,0,293.16,290.523,Crítica
CA-2013-AB10105140-41585,41585,41590,Clase estándar,AB-101051402,Adrian Barton,Consumidor,77041,Houston,Texas,Estados Unidos,Centro de EE. UU.,USCA,OFF-ST-4457,Material de oficina,Almacenamiento,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",84.78,2,0.2,-16.96,5.8,Medio
MX-2013-JF1529531-41564,41564,41568,Clase estándar,JF-1529531,Jason Fortune-,Consumidor,,Guantánamo,Guantánamo,Cuba,Caribe,LATAM,FUR-CH-5443,Mobiliario,Sillas,"Office Star Executive Leather Armchair, Red",2818.08,9,0,225.36,289.515,Alto
ID-2015-KH16510102-42052,42052,42053,Urgente,KH-16510102,Keith Herrera,Consumidor,,Bacolod City,Visayas Occidental,Filipinas,Asia Sudoriental,Asia-Pacífico,FUR-CH-5441,Mobiliario,Sillas,"Office Star Executive Leather Armchair, Adjustable",1046.25,3,0.25,-111.6,289.32,Alto
IN-2013-DL1333058-41328,41328,41333,Clase estándar,DL-1333058,Denise Leinenbach,Consumidor,,Nagpur,Maharashtra,India,Asia Meridional,Asia-Pacífico,TEC-PH-5840,Tecnología,Teléfonos,"Samsung Smart Phone, Full Size",3187.2,5,0,541.8,289.17,Medio
IN-2013-KN163907-41611,41611,41618,Clase estándar,KN-163907,Katherine Nockton,Empresarial,,Kwinana,Australia Occidental,Australia,Oceanía,Asia-Pacífico,FUR-CH-5378,Mobiliario,Sillas,"Novimex Executive Leather Armchair, Adjustable",4099.68,10,0.1,956.58,288.98,Medio
IN-2013-SV2093527-41620,41620,41622,Urgente,SV-2093527,Susan Vittorini,Consumidor,,Wuxi,Jiangsu,China,Asia Oriental,Asia-Pacífico,OFF-ST-5691,Material de oficina,Almacenamiento,"Rogers File Cart, Blue",703.35,5,0,260.1,288.75,Crítica
IN-2015-MD178607-42171,42171,42176,Clase estándar,MD-178607,Michael Dominguez,Empresarial,,Sydney,Nueva Gales del Sur,Australia,Oceanía,Asia-Pacífico,TEC-CO-3598,Tecnología,Copiadoras,"Brother Fax Machine, Laser",2293.49,8,0.1,509.57,288.63,Alto
ES-2013-LS1720045-41628,41628,41630,Urgente,LS-1720045,Luke Schmidt,Empresarial,,Deuil-la-Barre,Isla de Francia,Francia,Europa Occidental,Europa,TEC-MA-6138,Tecnología,Máquinas,"StarTech Card Printer, White",1238.61,9,0.15,14.43,288.47,Alto
MX-2015-JM1586582-42137,42137,42141,Clase estándar,JM-1586582,John Murray,Consumidor,,Zapopan,Jalisco,México,Centroamérica,LATAM,FUR-CH-4656,Mobiliario,Sillas,"Hon Executive Leather Armchair, Red",1715.06,7,0.2,300.08,288.103,Alto
CA-2015-AB10105140-42220,42220,42224,Clase estándar,AB-101051402,Adrian Barton,Consumidor,61701,Bloomington,Illinois,Estados Unidos,Centro de EE. UU.,USCA,TEC-AC-4936,Tecnología,Accesorios,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,39.82,3,0.2,7.47,5.7,Alto
IN-2015-CM124457-42315,42315,42319,Clase estándar,CM-124457,Chuck Magee,Consumidor,,Wollongong,Nueva Gales del Sur,Australia,Oceanía,Asia-Pacífico,FUR-CH-4531,Mobiliario,Sillas,"Harbour Creations Executive Leather Armchair, Black",2841.66,6,0,852.48,287.24,Alto
IT-2014-SS20140104-41800,41800,41804,Clase estándar,SS-20140104,Saphhira Shifley,Empresarial,,Lisbon,Lisboa,Portugal,Europa Meridional,Europa,OFF-AP-4745,Material de oficina,Artefactos,"Hoover Stove, White",3399.66,12,0.5,-3059.82,286.87,Medio
IN-2013-BW1111058-41404,41404,41406,Urgente,BW-1111058,Bart Watters,Empresarial,,Jhansi,Uttar Pradesh,India,Asia Meridional,Asia-Pacífico,TEC-MA-5014,Tecnología,Máquinas,"Konica Printer, Durable",1607.76,6,0,482.22,286.74,Alto
IN-2014-JE1561058-41895,41895,41895,Mismo día,JE-1561058,Jim Epp,Empresarial,,Amravati,Maharashtra,India,Asia Meridional,Asia-Pacífico,TEC-PH-5336,Tecnología,Teléfonos,"Nokia Audio Dock, Full Size",840.15,5,0,260.4,286.67,Crítica
IN-2014-GH1442527-41845,41845,41848,Urgente,GH-1442527,Gary Hwang,Consumidor,,Wafangdian,Liaoning,China,Asia Oriental,Asia-Pacífico,FUR-BO-3891,Mobiliario,Librerías,"Dania Classic Bookcase, Pine",1236.33,3,0,519.21,286.57,Medio
IN-2015-JK1609058-42288,42288,42291,Segunda clase,JK-1609058,Juliana Krohn,Consumidor,,Delhi,Delhi,India,Asia Meridional,Asia-Pacífico,OFF-AP-4958,Material de oficina,Artefactos,"KitchenAid Microwave, Silver",2488.56,8,0,348.24,286.53,Alto
MX-2012-SM2032036-41234,41234,41237,Urgente,SM-2032036,Sean Miller,Oficina en casa,,San Juan de la Maguana,San Juan,República Dominicana,Caribe,LATAM,OFF-AP-3570,Material de oficina,Artefactos,"Breville Microwave, Black",1124.26,7,0.2,252.9,286.463,Crítica
CA-2013-AB10105140-41585,41585,41590,Clase estándar,AB-101051402,Adrian Barton,Consumidor,77041,Houston,Texas,Estados Unidos,Centro de EE. UU.,USCA,FUR-FU-6235,Mobiliario,Mobiliario,Tenex Chairmats For Use with Hard Floors,64.96,5,0.6,-84.45,4.42,Medio
US-2015-GR1456082-42302,42302,42302,Mismo día,GR-1456082,Georgia Rosenberg,Empresarial,,Mexico City,Distrito Federal,México,Centroamérica,LATAM,FUR-TA-5062,Mobiliario,Mesas,"Lesro Round Table, Adjustable Height",726.72,3,0.2,-18.18,286.366,Crítica
CA-2014-AB10105140-41672,41672,41677,Clase estándar,AB-101051406,Adrian Barton,Consumidor,10011,New York City,Nueva York,Estados Unidos,Este de EE. UU.,USCA,OFF-ST-3360,Material de oficina,Almacenamiento,"Belkin 19"" Center-Weighted Shelf, Gray",117.96,2,0,5.9,4.17,Medio
MA-2014-DH367577-41926,41926,41927,Urgente,DH-367577,Duane Huffman,Oficina en casa,,Antananarivo,Analamanga,Madagascar,África Oriental,África,TEC-MA-6148,Tecnología,Máquinas,"StarTech Printer, Red",1519.92,6,0,653.4,286.2,Crítica
RS-2012-MM8280108-40953,40953,40955,Segunda clase,MM-8280108,Muhammed MacIntyre,Empresarial,,Ufa,Bashkortostán,Rusia,Europa Oriental,Europa,TEC-CO-3686,Tecnología,Copiadoras,"Canon Fax Machine, Color",1279.32,4,0,319.8,286.19,Crítica
IN-2015-SW2027558-42125,42125,42125,Mismo día,SW-2027558,Scott Williamson,Consumidor,,Jamshedpur,Jharkhand,India,Asia Meridional,Asia-Pacífico,FUR-CH-4545,Mobiliario,Sillas,"Harbour Creations Rocking Chair, Black",723.3,5,0,122.85,286.01,Crítica
IR-2012-PM913560-40978,40978,40980,Segunda clase,PM-913560,Peter McVee,Oficina en casa,,Teherán,Teherán,Irán,Asia Meridional,Asia-Pacífico,TEC-PH-5268,Tecnología,Teléfonos,"Motorola Smart Phone, Full Size",642.69,1,0,244.2,285.83,Crítica
IN-2013-GH144257-41489,41489,41494,Clase estándar,GH-144257,Gary Hwang,Consumidor,,Bendigo,Victoria,Australia,Oceanía,Asia-Pacífico,FUR-BO-3903,Mobiliario,Librerías,"Dania Library with Doors, Pine",2619,8,0.1,232.68,285.65,Alto
ID-2013-JM1586597-41628,41628,41631,Urgente,JM-1586597,John Murray,Consumidor,,Quetta,Baluchistán,Pakistán,Asia Meridional,Asia-Pacífico,OFF-AP-4967,Material de oficina,Artefactos,"KitchenAid Stove, White",1704.87,6,0.5,-1023.03,285.61,Crítica
ES-2013-CM1211564-41489,41489,41493,Clase estándar,CM-1211564,Chad McGuire,Consumidor,,Rovigo,Véneto,Italia,Europa Meridional,Europa,TEC-CO-4765,Tecnología,Copiadoras,"HP Copy Machine, Color",1715.91,7,0,583.38,285.12,Alto
IN-2013-SC2084527-41445,41445,41447,Urgente,SC-2084527,Sung Chung,Consumidor,,Shenyang,Liaoning,China,Asia Oriental,Asia-Pacífico,TEC-PH-5839,Tecnología,Teléfonos,"Samsung Smart Phone, Cordless",1278,2,0,460.08,284.81,Alto
MO-2014-GP474086-41678,41678,41679,Urgente,GP-474086,Guy Phonely,Empresarial,,Casablanca,Gran Casablanca,Marruecos,África Septentrional,África,OFF-AP-4731,Material de oficina,Artefactos,"Hoover Microwave, Red",1234.56,4,0,246.84,284.7,Crítica
ES-2012-AF1087014-41179,41179,41184,Clase estándar,AF-1087014,Art Ferguson,Consumidor,,Ghent,Flanders Oriental,Bélgica,Europa Occidental,Europa,OFF-AP-4738,Material de oficina,Artefactos,"Hoover Refrigerator, White",4195.2,8,0,839.04,284.51,Medio
IT-2013-TS2150545-41448,41448,41451,Segunda clase,TS-2150545,Tony Sayre,Consumidor,,Boulogne-Billancourt,Isla de Francia,Francia,Europa Occidental,Europa,FUR-BO-5786,Mobiliario,Librerías,"Safco Library with Doors, Mobile",1765.4,5,0.1,-98.21,284.19,Alto
MX-2014-CR1273028-41993,41993,41995,Urgente,CR-1273028,Craig Reiter,Consumidor,,Soacha,Cundinamarca,Colombia,Sudamérica,LATAM,FUR-TA-3420,Mobiliario,Mesas,"Bevis Conference Table, Fully Assembled",1480.37,3,0.2,333.05,283.928,Medio
MX-2013-FH1436582-41558,41558,41561,Urgente,FH-1436582,Fred Hopkins,Empresarial,,Puebla,Puebla,México,Centroamérica,LATAM,TEC-PH-3148,Tecnología,Teléfonos,"Apple Smart Phone, Full Size",2968.98,7,0,89.04,283.685,Medio
ID-2012-BM115757-41149,41149,41156,Clase estándar,BM-115757,Brendan Murry,Empresarial,,Brisbane,Queensland,Australia,Oceanía,Asia-Pacífico,FUR-TA-5071,Mobiliario,Mesas,"Lesro Wood Table, Adjustable Height",2301.14,7,0.3,-953.44,283.36,Bajo
ES-2015-AH100308-42203,42203,42203,Mismo día,AH-100308,Aaron Hawkins,Empresarial,,Viena,Viena,Austria,Europa Occidental,Europa,FUR-BO-3640,Mobiliario,Librerías,"Bush Library with Doors, Mobile",1100.52,3,0,352.08,283.25,Crítica
IN-2012-AG1049527-41248,41248,41255,Clase estándar,AG-1049527,Andrew Gjertsen,Empresarial,,Xiangtan,Hunan,China,Asia Oriental,Asia-Pacífico,TEC-CO-4790,Tecnología,Copiadoras,"HP Wireless Fax, Digital",2518.95,7,0,553.98,283.09,Medio
ES-2015-BN11470139-42110,42110,42110,Mismo día,BN-11470139,Brad Norvell,Empresarial,,Dudley,Inglaterra,Reino Unido,Europa Septentrional,Europa,FUR-BO-5778,Mobiliario,Librerías,"Safco Floating Shelf Set, Mobile",996.3,5,0,119.55,282.58,Crítica
CA-2015-AB10105140-42267,42267,42273,Clase estándar,AB-101051404,Adrian Barton,Consumidor,85023,Phoenix,Arizona,Estados Unidos,Oeste de EE. UU.,USCA,OFF-BI-5614,Material de oficina,Archivadores,Plastic Binding Combs,18.18,4,0.7,-13.94,3.26,Bajo
AU-2012-AG6758-41153,41153,41153,Mismo día,AG-6758,Anna Gayman,Consumidor,,Viena,Viena,Austria,Europa Occidental,Europa,FUR-TA-4646,Mobiliario,Mesas,"Hon Conference Table, Fully Assembled",922.95,1,0,341.49,282.09,Crítica
ES-2014-SW2075545-41852,41852,41853,Urgente,SW-2075545,Steven Ward,Empresarial,,Ris-Orangis,Isla de Francia,Francia,Europa Occidental,Europa,FUR-BO-4848,Mobiliario,Librerías,"Ikea Classic Bookcase, Metal",1850.45,5,0.1,185,281.82,Alto
MX-2015-CS1246093-42259,42259,42261,Urgente,CS-1246093,Chuck Sachs,Consumidor,,Managua,Managua,Nicaragua,Centroamérica,LATAM,FUR-BO-5940,Mobiliario,Librerías,"Sauder 3-Shelf Cabinet, Metal",664.56,6,0,6.6,281.743,Crítica
ES-2015-SK1999045-42222,42222,42223,Urgente,SK-1999045,Sally Knutson,Consumidor,,Levallois-Perret,Isla de Francia,Francia,Europa Occidental,Europa,TEC-AC-5896,Tecnología,Accesorios,"SanDisk Router, Programmable",1547.1,6,0,340.2,280.54,Crítica
IN-2015-MP18175144-42328,42328,42331,Urgente,MP-18175144,Mike Pelletier,Oficina en casa,,Ho Chi Minh City,Ciudad Ho Chi Minh,Vietnam,Asia Sudoriental,Asia-Pacífico,OFF-AP-4961,Material de oficina,Artefactos,"KitchenAid Refrigerator, Red",2190.95,5,0.17,316.7,280.47,Medio
MX-2013-AG1090082-41398,41398,41403,Clase estándar,AG-1090082,Arthur Gainer,Consumidor,,Mexico City,Distrito Federal,México,Centroamérica,LATAM,OFF-AP-4508,Material de oficina,Artefactos,"Hamilton Beach Stove, White",3242.88,9,0,324.18,279.53,Medio
MO-2013-AJ96086-41513,41513,41517,Clase estándar,AJ-96086,Astrea Jones,Consumidor,,Casablanca,Gran Casablanca,Marruecos,África Septentrional,África,TEC-PH-5842,Tecnología,Teléfonos,"Samsung Smart Phone, with Caller ID",2544.6,4,0,1246.8,279.11,Alto
UP-2014-MC7275137-41997,41997,42002,Segunda clase,MC-7275137,Marc Crier,Consumidor,,Luts'k,Volinia,Ucrania,Europa Oriental,Europa,TEC-PH-3806,Tecnología,Teléfonos,"Cisco Smart Phone, Full Size",2605.56,4,0,573.12,278.98,Medio
IT-2014-JF15295120-41668,41668,41670,Segunda clase,JF-15295120,Jason Fortune-,Consumidor,,Madrid,Madrid,España,Europa Meridional,Europa,OFF-ST-6033,Material de oficina,Almacenamiento,"Smead File Cart, Single Width",1271.46,11,0.1,-127.41,278.75,Alto
CA-2015-AB10523-42139,42139,42139,Mismo día,AB-10523,Adrian Barton,Consumidor,,Toronto,Ontario,Canadá,Canadá,USCA,OFF-AR-5912,Material de oficina,Arte,"Sanford Highlighters, Fluorescent",34.02,2,0,14.28,2.83,Alto
SA-2012-MM7260110-41269,41269,41271,Segunda clase,MM-7260110,Magdelene Morse,Consumidor,,Jizán,Jizán,Arabia Saudí,Asia Occidental,Asia-Pacífico,TEC-MA-6142,Tecnología,Máquinas,"StarTech Inkjet, Wireless",1207.56,4,0,0,278.34,Crítica
IN-2013-EJ13720113-41608,41608,41612,Segunda clase,EJ-13720113,Ed Jacobs,Consumidor,,Singapur,Singapur,Singapur,Asia Sudoriental,Asia-Pacífico,FUR-BO-3889,Mobiliario,Librerías,"Dania Classic Bookcase, Metal",2051.1,5,0,40.95,278.13,Alto
MX-2014-MS1736539-41780,41780,41782,Segunda clase,MS-1736539,Maribeth Schnelling,Consumidor,,San Salvador,San Salvador,El Salvador,Centroamérica,LATAM,TEC-PH-5355,Tecnología,Teléfonos,"Nokia Smart Phone, Full Size",2544.24,6,0,992.16,277.925,Alto
CA-2013-AB10105140-41585,41585,41590,Clase estándar,AB-101051402,Adrian Barton,Consumidor,77041,Houston,Texas,Estados Unidos,Centro de EE. UU.,USCA,OFF-AR-5156,Material de oficina,Arte,Lumber Crayons,23.64,3,0.2,5.32,2.04,Medio
ES-2015-DH13675139-42182,42182,42183,Urgente,DH-13675139,Duane Huffman,Oficina en casa,,Stoke-on-Trent,Inglaterra,Reino Unido,Europa Septentrional,Europa,FUR-BO-5763,Mobiliario,Librerías,"Safco Classic Bookcase, Traditional",1314.45,3,0,341.73,277.29,Medio
CA-2015-AB10105140-42267,42267,42273,Clase estándar,AB-101051404,Adrian Barton,Consumidor,85023,Phoenix,Arizona,Estados Unidos,Oeste de EE. UU.,USCA,OFF-ST-3078,Material de oficina,Almacenamiento,Akro Stacking Bins,12.62,2,0.2,-2.52,1.94,Bajo
MX-2014-HE1480018-41845,41845,41848,Urgente,HE-1480018,Harold Engle,Empresarial,,São Paulo,São Paulo,Brasil,Sudamérica,LATAM,FUR-TA-4647,Mobiliario,Mesas,"Hon Conference Table, Rectangular",980.32,2,0.2,110.28,276.713,Medio
CA-2015-AB10105140-42328,42328,42332,Clase estándar,AB-101051408,Adrian Barton,Consumidor,42420,Henderson,Kentucky,Estados Unidos,Sur de EE. UU.,USCA,OFF-BI-4346,Material de oficina,Archivadores,GBC Imprintable Covers,21.96,2,0,10.76,1.6,Medio
IN-2012-SB2017027-41208,41208,41210,Segunda clase,SB-2017027,Sarah Bern,Consumidor,,Huaibei,Anhui,China,Asia Oriental,Asia-Pacífico,FUR-BO-4851,Mobiliario,Librerías,"Ikea Classic Bookcase, Traditional",2470.5,6,0,518.76,276.29,Medio
CA-2013-AB10105140-41585,41585,41590,Clase estándar,AB-101051402,Adrian Barton,Consumidor,77041,Houston,Texas,Estados Unidos,Centro de EE. UU.,USCA,OFF-BI-3308,Material de oficina,Archivadores,Avery Recycled Flexi-View Covers for Binding Systems,32.06,10,0.8,-51.3,1.59,Medio
IN-2013-VT2170092-41634,41634,41635,Urgente,VT-2170092,Valerie Takahito,Oficina en casa,,Masterton,Wellington,Nueva Zelanda,Oceanía,Asia-Pacífico,FUR-BO-5949,Mobiliario,Librerías,"Sauder Classic Bookcase, Mobile",877.02,2,0,105.24,275.91,Crítica
CA-2012-AB10105140-41262,41262,41265,Urgente,AB-101051402,Adrian Barton,Consumidor,46203,Indianapolis,Indiana,Estados Unidos,Centro de EE. UU.,USCA,OFF-LA-3206,Material de oficina,Etiquetas,Avery 487,3.69,1,0,1.73,1.39,Medio
IN-2013-BC1112592-41401,41401,41404,Urgente,BC-1112592,Becky Castell,Oficina en casa,,Whangarei,Northland,Nueva Zelanda,Oceanía,Asia-Pacífico,TEC-CO-4576,Tecnología,Copiadoras,"Hewlett Fax Machine, Digital",1917.36,6,0,747.72,275.57,Medio
IN-2012-NF1859527-40916,40916,40920,Segunda clase,NF-1859527,Nicole Fjeld,Oficina en casa,,Kunming,Yunnan,China,Asia Oriental,Asia-Pacífico,TEC-MA-5548,Tecnología,Máquinas,"Panasonic Inkjet, White",2173.5,7,0,260.82,275.52,Medio
CA-2014-AH10120140-41992,41992,41995,Urgente,AH-101201404,Adrian Hane,Oficina en casa,97301,Salem,Oregón,Estados Unidos,Oeste de EE. UU.,USCA,FUR-TA-4841,Mobiliario,Mesas,"Iceberg OfficeWorks 42"" Round Tables",377.45,5,0.5,-264.22,55.53,Medio
CA-2015-AH10120140-42103,42103,42107,Clase estándar,AH-101201404,Adrian Hane,Oficina en casa,94110,San Francisco,California,Estados Unidos,Oeste de EE. UU.,USCA,OFF-PA-6497,Material de oficina,Papel,Xerox 1942,195.76,4,0,97.88,34.03,Alto
IT-2012-RB19330120-41077,41077,41079,Segunda clase,RB-19330120,Randy Bradley,Consumidor,,Pamplona,Navarra,España,Europa Meridional,Europa,FUR-BO-4860,Mobiliario,Librerías,"Ikea Library with Doors, Metal",1814.25,5,0,653.1,274.63,Alto
ES-2013-CS11950124-41283,41283,41284,Urgente,CS-11950124,Carlos Soltero,Consumidor,,Haninge,Estocolmo,Suecia,Europa Septentrional,Europa,OFF-AP-3577,Material de oficina,Artefactos,"Breville Refrigerator, White",1293.68,5,0.5,-776.33,274.58,Crítica
ES-2015-BW11110120-42046,42046,42050,Clase estándar,BW-11110120,Bart Watters,Empresarial,,Oviedo,Asturias,España,Europa Meridional,Europa,OFF-AP-3868,Material de oficina,Artefactos,"Cuisinart Refrigerator, Black",2477.55,5,0,1040.55,273.88,Alto
CA-2012-AH10120140-41107,41107,41107,Mismo día,AH-101201404,Adrian Hane,Oficina en casa,85705,Tucson,Arizona,Estados Unidos,Oeste de EE. UU.,USCA,FUR-CH-5428,Mobiliario,Sillas,Office Star - Ergonomically Designed Knee Chair,259.14,4,0.2,-25.91,31.15,Alto
IN-2013-LW1682558-41376,41376,41378,Segunda clase,LW-1682558,Laurel Workman,Empresarial,,Nasik,Maharashtra,India,Asia Meridional,Asia-Pacífico,TEC-CO-4789,Tecnología,Copiadoras,"HP Wireless Fax, Color",723.3,2,0,332.7,273.63,Crítica
ES-2015-RD19585120-42007,42007,42008,Mismo día,RD-19585120,Rob Dowd,Consumidor,,Torrevieja,Valenciana,España,Europa Meridional,Europa,TEC-CO-3681,Tecnología,Copiadoras,"Canon Copy Machine, Laser",2097.12,8,0,188.64,273.57,Alto
CA-2015-AH10120140-42103,42103,42107,Clase estándar,AH-101201404,Adrian Hane,Oficina en casa,94110,San Francisco,California,Estados Unidos,Oeste de EE. UU.,USCA,OFF-PA-6441,Material de oficina,Papel,Xerox 1891,244.55,5,0,114.94,25.05,Alto
IN-2015-BT1168066-42351,42351,42357,Clase estándar,BT-1168066,Brian Thompson,Consumidor,,Ube,Yamaguchi,Japón,Asia Oriental,Asia-Pacífico,OFF-AP-4508,Material de oficina,Artefactos,"Hamilton Beach Stove, White",3242.88,6,0,421.56,271.59,Medio
CA-2015-AH10120140-42188,42188,42191,Urgente,AH-101201402,Adrian Hane,Oficina en casa,77036,Houston,Texas,Estados Unidos,Centro de EE. UU.,USCA,OFF-PA-6361,Material de oficina,Papel,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",163.96,5,0.2,59.44,17.38,Medio
CA-2015-AH10120140-42234,42234,42240,Clase estándar,AH-101201408,Adrian Hane,Oficina en casa,40214,Louisville,Kentucky,Estados Unidos,Sur de EE. UU.,USCA,TEC-AC-5097,Tecnología,Accesorios,Logitech Desktop MK120 Mouse and keyboard Combo,98.16,6,0,9.82,13.93,Bajo
